isManualOverride,productId,lineItemId,line_item_date,sub_id,quantity,interval,UnitPrice,currency,extended_price,Customer ID,sku,invoiceId
false,prod_starter_mo,li_00000001,01/08/2024,sub_00001,7,monthly,1207.0289,USD,8449.2025,cust_00001,SKU-STAR-MO,inv_0000001
false,prod_starter_mo,li_00000002,2024-09-01,sub_00001,7,monthly,1207.0289,USD,8449.2025,cust_00001,SKU-STAR-MO,inv_0000002
false,prod_starter_mo,li_00000003,2024/10/01,sub_00001,7,monthly,1207.0289,USD,8449.2025,cust_00001,SKU-STAR-MO,inv_0000003
false,prod_starter_mo,li_00000004,01/11/2024,sub_00001,7,monthly,1207.0289,USD,8449.2025,cust_00001,SKU-STAR-MO,inv_0000004
false,prod_starter_mo,li_00000005,01/12/2024,sub_00001,7,monthly,1207.0289,USD,8449.2025,cust_00001,SKU-STAR-MO,inv_0000005
false,prod_starter_mo,li_00000006,2025/01/01,sub_00001,7,monthly,1207.0289,USD,8449.2025,cust_00001,SKU-STAR-MO,inv_0000006
false,prod_starter_mo,li_00000007,02/01/2025,sub_00001,7,monthly,1207.0289,USD,8449.2025,cust_00001,SKU-STAR-MO,inv_0000007
false,prod_starter_mo,li_00000008,2025/03/01,sub_00001,7,monthly,1207.0289,USD,8449.2025,cust_00001,SKU-STAR-MO,inv_0000008
false,prod_starter_mo,li_00000009,04/01/2025,sub_00001,7,monthly,1207.0289,USD,8449.2025,cust_00001,SKU-STAR-MO,inv_0000009
false,prod_starter_mo,li_00000010,2025-05-01,sub_00001,7,monthly,1207.0289,USD,8449.2025,cust_00001,SKU-STAR-MO,inv_0000010
false,prod_starter_mo,li_00000011,06/01/2025,sub_00001,7,monthly,1207.0289,USD,8449.2025,cust_00001,SKU-STAR-MO,inv_0000011
false,prod_starter_mo,li_00000012,2025/07/01,sub_00001,7,monthly,1207.0289,USD,8449.2025,cust_00001,SKU-STAR-MO,inv_0000012
false,prod_starter_mo,li_00000013,2025-08-01,sub_00001,7,monthly,1207.0289,USD,8449.2025,cust_00001,SKU-STAR-MO,inv_0000013
false,prod_starter_mo,li_00000014,2025-09-01,sub_00001,7,monthly,1207.0289,USD,8449.2025,cust_00001,SKU-STAR-MO,inv_0000014
false,prod_starter_mo,li_00000015,01/10/2025,sub_00001,7,monthly,1207.0289,USD,8449.2025,cust_00001,SKU-STAR-MO,inv_0000015
false,prod_starter_mo,li_00000016,11/01/2025,sub_00001,7,monthly,1207.0289,USD,8449.2025,cust_00001,SKU-STAR-MO,inv_0000016
false,prod_starter_mo,li_00000017,01/12/2025,sub_00001,7,monthly,1207.0289,USD,8449.2025,cust_00001,SKU-STAR-MO,inv_0000017
false,prod_starter_mo,li_00000018,2026-01-01,sub_00001,7,monthly,1207.0289,USD,8449.2025,cust_00001,SKU-STAR-MO,inv_0000018
false,prod_starter_mo,li_00000019,01/02/2026,sub_00001,7,monthly,1207.0289,USD,8449.2025,cust_00001,SKU-STAR-MO,inv_0000019
false,prod_starter_mo,li_00000020,03/01/2026,sub_00001,7,monthly,1207.0289,USD,8449.2025,cust_00001,SKU-STAR-MO,inv_0000020
false,prod_starter_mo,li_00000021,01/04/2026,sub_00001,7,monthly,1207.0289,USD,8449.2025,cust_00001,SKU-STAR-MO,inv_0000021
false,prod_starter_mo,li_00000022,2026-05-01,sub_00001,7,monthly,1207.0289,USD,8449.2025,cust_00001,SKU-STAR-MO,inv_0000022
false,prod_starter_mo,li_00000023,2026/06/01,sub_00001,7,monthly,1207.0289,USD,8449.2025,cust_00001,SKU-STAR-MO,inv_0000023
false,prod_growth_mo,li_00000024,02/08/2024,sub_00002,10,monthly,1915.9189,USD,19159.1893,cust_00002,SKU-GROW-MO,inv_0000024
false,prod_growth_mo,li_00000025,2024/09/02,sub_00002,10,monthly,1915.9189,USD,19159.1893,cust_00002,SKU-GROW-MO,inv_0000025
false,prod_growth_mo,li_00000026,2024/10/02,sub_00002,10,monthly,1915.9189,USD,19159.1893,cust_00002,SKU-GROW-MO,inv_0000026
false,prod_growth_mo,li_00000027,2024/11/02,sub_00002,10,monthly,1915.9189,USD,19159.1893,cust_00002,SKU-GROW-MO,inv_0000027
false,prod_growth_mo,li_00000028,12/02/2024,sub_00002,10,monthly,1915.9189,USD,19159.1893,cust_00002,SKU-GROW-MO,inv_0000028
false,prod_growth_mo,li_00000029,2025/01/02,sub_00002,10,monthly,1915.9189,USD,19159.1893,cust_00002,SKU-GROW-MO,inv_0000029
false,prod_growth_mo,li_00000030,02/02/2025,sub_00002,10,monthly,1915.9189,USD,19159.1893,cust_00002,SKU-GROW-MO,inv_0000030
false,prod_growth_mo,li_00000031,03/02/2025,sub_00002,10,monthly,1915.9189,USD,19159.1893,cust_00002,SKU-GROW-MO,inv_0000031
false,prod_growth_mo,li_00000032,2025-04-02,sub_00002,10,monthly,1915.9189,USD,19159.1893,cust_00002,SKU-GROW-MO,inv_0000032
false,prod_growth_mo,li_00000033,2025/05/02,sub_00002,10,monthly,1915.9189,USD,19159.1893,cust_00002,SKU-GROW-MO,inv_0000033
false,prod_growth_mo,li_00000034,02/06/2025,sub_00002,10,monthly,1915.9189,USD,19159.1893,cust_00002,SKU-GROW-MO,inv_0000034
false,prod_growth_mo,li_00000035,2025-07-02,sub_00002,10,monthly,1915.9189,USD,19159.1893,cust_00002,SKU-GROW-MO,inv_0000035
false,prod_growth_mo,li_00000036,2025/08/02,sub_00002,10,monthly,1915.9189,USD,19159.1893,cust_00002,SKU-GROW-MO,inv_0000036
false,prod_growth_mo,li_00000037,2025-09-02,sub_00002,10,monthly,1915.9189,USD,19159.1893,cust_00002,SKU-GROW-MO,inv_0000037
false,prod_growth_mo,li_00000038,02/10/2025,sub_00002,10,monthly,1915.9189,USD,19159.1893,cust_00002,SKU-GROW-MO,inv_0000038
false,prod_growth_mo,li_00000039,11/02/2025,sub_00002,10,monthly,1915.9189,USD,19159.1893,cust_00002,SKU-GROW-MO,inv_0000039
false,prod_growth_mo,li_00000040,2025-12-02,sub_00002,10,monthly,1915.9189,USD,19159.1893,cust_00002,SKU-GROW-MO,inv_0000040
false,prod_growth_mo,li_00000041,2026/01/02,sub_00002,10,monthly,1915.9189,USD,19159.1893,cust_00002,SKU-GROW-MO,inv_0000041
false,prod_growth_mo,li_00000042,02/02/2026,sub_00002,10,monthly,1915.9189,USD,19159.1893,cust_00002,SKU-GROW-MO,inv_0000042
false,prod_growth_mo,li_00000043,2026/03/02,sub_00002,10,monthly,1915.9189,USD,19159.1893,cust_00002,SKU-GROW-MO,inv_0000043
false,prod_growth_mo,li_00000044,2026/04/02,sub_00002,10,monthly,1915.9189,USD,19159.1893,cust_00002,SKU-GROW-MO,inv_0000044
false,prod_growth_mo,li_00000045,05/02/2026,sub_00002,10,monthly,1915.9189,USD,19159.1893,cust_00002,SKU-GROW-MO,inv_0000045
false,prod_growth_mo,li_00000046,06/02/2026,sub_00002,10,monthly,1915.9189,USD,19159.1893,cust_00002,SKU-GROW-MO,inv_0000046
false,prod_professional_mo,li_00000047,2024/08/03,sub_00003,6,monthly,4004.2706,USD,24025.6233,cust_00003,SKU-PROF-MO,inv_0000047
false,prod_professional_mo,li_00000048,2024-09-03,sub_00003,6,monthly,4004.2706,USD,24025.6233,cust_00003,SKU-PROF-MO,inv_0000048
false,prod_professional_mo,li_00000049,2024/10/03,sub_00003,6,monthly,4004.2706,USD,24025.6233,cust_00003,SKU-PROF-MO,inv_0000049
false,prod_professional_mo,li_00000050,2024/11/03,sub_00003,6,monthly,4004.2706,USD,24025.6233,cust_00003,SKU-PROF-MO,inv_0000050
false,prod_professional_mo,li_00000051,12/03/2024,sub_00003,6,monthly,4004.2706,USD,24025.6233,cust_00003,SKU-PROF-MO,inv_0000051
false,prod_professional_mo,li_00000052,01/03/2025,sub_00003,6,monthly,4004.2706,USD,24025.6233,cust_00003,SKU-PROF-MO,inv_0000052
false,prod_professional_mo,li_00000053,03/02/2025,sub_00003,6,monthly,4004.2706,USD,24025.6233,cust_00003,SKU-PROF-MO,inv_0000053
false,prod_professional_mo,li_00000054,03/03/2025,sub_00003,6,monthly,4004.2706,USD,24025.6233,cust_00003,SKU-PROF-MO,inv_0000054
false,prod_professional_mo,li_00000055,04/03/2025,sub_00003,6,monthly,4004.2706,USD,24025.6233,cust_00003,SKU-PROF-MO,inv_0000055
false,prod_professional_mo,li_00000056,03/05/2025,sub_00003,6,monthly,4004.2706,USD,24025.6233,cust_00003,SKU-PROF-MO,inv_0000056
false,prod_professional_mo,li_00000057,06/03/2025,sub_00003,6,monthly,4004.2706,USD,24025.6233,cust_00003,SKU-PROF-MO,inv_0000057
false,prod_professional_mo,li_00000058,2025-07-03,sub_00003,6,monthly,4004.2706,USD,24025.6233,cust_00003,SKU-PROF-MO,inv_0000058
false,prod_professional_mo,li_00000059,08/03/2025,sub_00003,6,monthly,4004.2706,USD,24025.6233,cust_00003,SKU-PROF-MO,inv_0000059
false,prod_professional_mo,li_00000060,09/03/2025,sub_00003,6,monthly,4004.2706,USD,24025.6233,cust_00003,SKU-PROF-MO,inv_0000060
false,prod_professional_mo,li_00000061,2025/10/03,sub_00003,6,monthly,4004.2706,USD,24025.6233,cust_00003,SKU-PROF-MO,inv_0000061
false,prod_professional_mo,li_00000062,2025-11-03,sub_00003,6,monthly,4004.2706,USD,24025.6233,cust_00003,SKU-PROF-MO,inv_0000062
false,prod_professional_mo,li_00000063,03/12/2025,sub_00003,6,monthly,4004.2706,USD,24025.6233,cust_00003,SKU-PROF-MO,inv_0000063
false,prod_professional_mo,li_00000064,01/03/2026,sub_00003,6,monthly,4004.2706,USD,24025.6233,cust_00003,SKU-PROF-MO,inv_0000064
false,prod_professional_mo,li_00000065,02/03/2026,sub_00003,6,monthly,4004.2706,USD,24025.6233,cust_00003,SKU-PROF-MO,inv_0000065
false,prod_professional_mo,li_00000066,03/03/2026,sub_00003,6,monthly,4004.2706,USD,24025.6233,cust_00003,SKU-PROF-MO,inv_0000066
false,prod_professional_mo,li_00000067,2026/04/03,sub_00003,6,monthly,4004.2706,USD,24025.6233,cust_00003,SKU-PROF-MO,inv_0000067
false,prod_professional_mo,li_00000068,2026-05-03,sub_00003,6,monthly,4004.2706,USD,24025.6233,cust_00003,SKU-PROF-MO,inv_0000068
false,prod_professional_mo,li_00000069,2026-06-03,sub_00003,6,monthly,4004.2706,USD,24025.6233,cust_00003,SKU-PROF-MO,inv_0000069
false,prod_business_mo,li_00000070,2024-08-04,sub_00004,9,monthly,7816.9492,USD,70352.5430,cust_00004,SKU-BUSI-MO,inv_0000070
false,prod_business_mo,li_00000071,2024-09-04,sub_00004,9,monthly,7816.9492,USD,70352.5430,cust_00004,SKU-BUSI-MO,inv_0000071
false,prod_business_mo,li_00000072,2024-10-04,sub_00004,9,monthly,7816.9492,USD,70352.5430,cust_00004,SKU-BUSI-MO,inv_0000072
false,prod_business_mo,li_00000073,2024-11-04,sub_00004,9,monthly,7816.9492,USD,70352.5430,cust_00004,SKU-BUSI-MO,inv_0000073
